Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,LBigToe_x,LBigToe_y,LSmallToe_x,LSmallToe_y,LHeel_x,LHeel_y,RBigToe_x,RBigToe_y,RSmallToe_x,RSmallToe_y,RHeel_x,RHeel_y,phase
0.518686,0.428789,0.521738,0.442348,0.509474,0.43685,0.494123,0.456039,0.484957,0.477837,0.532526,0.445063,0.544775,0.475102,0.541694,0.507857,0.506429,0.475052,0.500258,0.46968,0.478805,0.510484,0.45268,0.537883,0.512567,0.480572,0.497205,0.518704,0.477271,0.546051,0.517127,0.42594,0.521709,0.425997,0.514088,0.423332,0.527854,0.426053,0.478759,0.556875,0.478791,0.556845,0.471139,0.54596,0.455809,0.554177,0.451172,0.548778,0.4466,0.537927,right
0.57084,0.428757,0.572356,0.439669,0.561571,0.431483,0.547783,0.450649,0.541646,0.477837,0.583093,0.447721,0.584631,0.477858,0.576908,0.496988,0.561618,0.477783,0.55551,0.472316,0.53406,0.507797,0.506376,0.532444,0.569244,0.483273,0.547809,0.515946,0.529353,0.535152,0.569318,0.423339,0.57539,0.425978,0.56625,0.420554,0.581557,0.425973,0.530916,0.537813,0.530939,0.537805,0.509479,0.535051,0.498731,0.537865,0.497193,0.532301,0.501767,0.535108,right
0.546288,0.404127,0.544718,0.41241,0.532505,0.409597,0.521692,0.431451,0.520192,0.450543,0.555491,0.417751,0.555463,0.447803,0.546257,0.464142,0.533986,0.450559,0.527858,0.44778,0.512579,0.469682,0.491065,0.488705,0.540171,0.455955,0.530896,0.485991,0.520224,0.488745,0.544737,0.39873,0.549345,0.401387,0.54015,0.395979,0.555428,0.398787,0.526313,0.494156,0.526302,0.491435,0.51864,0.486042,0.484918,0.499724,0.481845,0.491542,0.488003,0.486065,right
0.518709,0.363199,0.517146,0.366043,0.504835,0.363347,0.492584,0.387763,0.48955,0.409583,0.530907,0.371418,0.538641,0.395962,0.543214,0.417848,0.507932,0.406925,0.500269,0.406894,0.492588,0.415055,0.492578,0.431497,0.51561,0.406999,0.52634,0.406904,0.503295,0.431451,0.517095,0.357806,0.521737,0.357869,0.511002,0.355064,0.527835,0.357743,0.500279,0.444987,0.500267,0.442343,0.498713,0.431527,0.483364,0.439623,0.47571,0.434261,0.491027,0.428817,right
0.533972,0.341409,0.529422,0.346896,0.517102,0.344178,0.500282,0.363199,0.503299,0.385112,0.543245,0.349549,0.563123,0.363194,0.578514,0.385107,0.512551,0.39597,0.506341,0.393179,0.515631,0.412359,0.480304,0.447792,0.521737,0.39872,0.543151,0.409619,0.514032,0.447726,0.532406,0.33597,0.537046,0.336059,0.526296,0.333208,0.543158,0.335994,0.521717,0.46422,0.521734,0.461489,0.507875,0.44778,0.472648,0.458723,0.468032,0.450501,0.475715,0.447902,right
0.535522,0.335937,0.530916,0.336025,0.517123,0.338637,0.498681,0.349685,0.494122,0.371407,0.544777,0.335912,0.561609,0.344189,0.576939,0.365974,0.52329,0.393215,0.515586,0.393186,0.518647,0.436895,0.492541,0.480521,0.532511,0.393188,0.547862,0.420448,0.527889,0.480508,0.532466,0.330506,0.537117,0.330447,0.52483,0.325049,0.541666,0.322272,0.537037,0.505106,0.537086,0.502346,0.520207,0.485986,0.498744,0.494276,0.492579,0.494141,0.486422,0.483272,middle
0.526356,0.355068,0.523268,0.352305,0.50796,0.357793,0.487951,0.379645,0.483424,0.412328,0.538635,0.3469,0.555461,0.360498,0.569302,0.384994,0.526292,0.404086,0.517095,0.404263,0.526299,0.447761,0.51863,0.513245,0.534034,0.40141,0.546301,0.447809,0.54786,0.515963,0.521791,0.349577,0.529404,0.34682,0.517107,0.344091,0.532519,0.338727,0.561615,0.532434,0.564636,0.529566,0.544687,0.52419,0.534036,0.529588,0.526368,0.529715,0.512551,0.518756,middle
0.527869,0.40695,0.523259,0.412407,0.50797,0.420477,0.492616,0.453311,0.491026,0.48867,0.537107,0.404247,0.553968,0.425969,0.566252,0.455994,0.526379,0.458684,0.518635,0.464118,0.532417,0.491461,0.549367,0.535028,0.535533,0.450635,0.555514,0.491464,0.586114,0.529611,0.523264,0.401534,0.530886,0.401413,0.517124,0.398749,0.533956,0.393294,0.595364,0.551442,0.598398,0.54059,0.587689,0.535026,0.564692,0.548671,0.55703,0.551472,0.550878,0.537792,middle
0.52634,0.431499,0.527885,0.434202,0.514039,0.442432,0.503285,0.472443,0.497174,0.510555,0.54165,0.426055,0.557032,0.442331,0.563162,0.469647,0.546263,0.480518,0.538588,0.486074,0.557023,0.518784,0.578479,0.551516,0.553919,0.472361,0.572377,0.496858,0.603035,0.518745,0.521786,0.428742,0.52936,0.425976,0.51862,0.426114,0.532465,0.420527,0.610692,0.535059,0.615275,0.526919,0.606115,0.518802,0.583051,0.565079,0.578458,0.565132,0.581549,0.551512,left
0.550895,0.426021,0.555504,0.426057,0.541688,0.436965,0.524793,0.466864,0.524766,0.507745,0.569264,0.417769,0.586125,0.43421,0.592256,0.461399,0.575423,0.4615,0.569241,0.469595,0.584647,0.499577,0.606039,0.507806,0.581601,0.453286,0.586187,0.488776,0.606126,0.532322,0.546332,0.423335,0.553902,0.420511,0.54319,0.42058,0.55705,0.409651,0.59539,0.551442,0.601474,0.551474,0.610736,0.532383,0.598431,0.529648,0.598424,0.51876,0.609143,0.502385,left
0.57691,0.420502,0.581543,0.417828,0.56774,0.423289,0.55699,0.447807,0.55857,0.486045,0.595318,0.409722,0.610709,0.442408,0.618324,0.475078,0.599919,0.447759,0.590763,0.450596,0.606127,0.488702,0.621425,0.507845,0.60759,0.44232,0.630637,0.480482,0.667441,0.502392,0.572335,0.41514,0.57849,0.41229,0.567763,0.412288,0.583093,0.404102,0.667405,0.521526,0.672027,0.515994,0.672043,0.50231,0.610706,0.535094,0.610684,0.529598,0.626005,0.505057,left
0.561596,0.385168,0.566197,0.385164,0.549382,0.393193,0.547795,0.423352,0.547823,0.461406,0.581532,0.382391,0.592275,0.417837,0.589231,0.445114,0.578476,0.426019,0.56926,0.428741,0.576962,0.455948,0.590761,0.480617,0.586193,0.423254,0.606103,0.453252,0.638304,0.483191,0.558521,0.382337,0.564671,0.379663,0.553956,0.379613,0.570782,0.374079,0.639865,0.491488,0.644425,0.486027,0.641352,0.483211,0.586184,0.494233,0.584577,0.494191,0.595306,0.480559,left
0.512583,0.355088,0.518709,0.36332,0.507901,0.371461,0.497229,0.401346,0.48797,0.428784,0.530923,0.357876,0.535517,0.398657,0.523251,0.423251,0.537077,0.409564,0.530901,0.414999,0.521706,0.445189,0.543181,0.480555,0.544756,0.404178,0.547791,0.445131,0.584621,0.480603,0.509498,0.352331,0.515586,0.346919,0.506439,0.352299,0.520195,0.341468,0.578438,0.496953,0.584583,0.494222,0.592305,0.483199,0.535515,0.499645,0.533984,0.494242,0.549318,0.483267,left
0.448066,0.344215,0.45726,0.338795,0.44044,0.336012,0.422032,0.338641,0.400529,0.352361,0.471092,0.344198,0.489489,0.379513,0.48803,0.41779,0.461887,0.393224,0.452709,0.38787,0.431259,0.415141,0.411303,0.456048,0.471118,0.395996,0.44814,0.406987,0.434352,0.469679,0.445063,0.33606,0.44969,0.338653,0.437417,0.330455,0.458824,0.330543,0.418973,0.475061,0.42509,0.48326,0.434331,0.475075,0.399029,0.469719,0.397478,0.464147,0.412828,0.461461,right
0.434258,0.385116,0.440422,0.385048,0.426607,0.374099,0.405181,0.376843,0.385232,0.385078,0.452693,0.396027,0.468086,0.428791,0.463435,0.472303,0.437345,0.425994,0.429713,0.417854,0.408243,0.436955,0.386765,0.456075,0.445019,0.434199,0.425128,0.455948,0.403649,0.477769,0.431272,0.379671,0.43587,0.382261,0.426628,0.374224,0.445031,0.376894,0.395942,0.477821,0.399002,0.483308,0.402089,0.477842,0.380623,0.461499,0.379117,0.450586,0.38372,0.458691,right
0.434353,0.420621,0.43584,0.409562,0.421988,0.393208,0.402108,0.379658,0.38519,0.379601,0.44966,0.42596,0.457318,0.456009,0.457351,0.494186,0.412856,0.461498,0.405153,0.455977,0.369901,0.472386,0.333058,0.510514,0.420534,0.466977,0.38986,0.488677,0.362203,0.537849,0.432801,0.412374,0.438897,0.417785,0.429668,0.401432,0.446557,0.409674,0.359129,0.548761,0.362216,0.554116,0.357612,0.543317,0.328524,0.532443,0.325388,0.526894,0.330028,0.510619,right
0.471072,0.382299,0.471146,0.37695,0.457276,0.365959,0.43431,0.365978,0.414342,0.387771,0.486446,0.387792,0.4926,0.415152,0.484962,0.447776,0.461895,0.415049,0.454203,0.40424,0.43123,0.436891,0.392931,0.458671,0.471072,0.423239,0.457291,0.447758,0.435809,0.461503,0.468035,0.376837,0.4727,0.376935,0.463411,0.365968,0.480336,0.371418,0.426663,0.47786,0.431234,0.483234,0.431258,0.456045,0.39136,0.472382,0.388269,0.464237,0.389823,0.456047,right
0.518707,0.245994,0.51869,0.248689,0.503341,0.243232,0.492551,0.273239,0.489541,0.311499,0.534028,0.251413,0.543214,0.289629,0.543254,0.325041,0.511045,0.28413,0.503305,0.281378,0.489542,0.31967,0.48644,0.338649,0.521695,0.286919,0.530945,0.300532,0.503313,0.346943,0.517084,0.237825,0.521783,0.240483,0.509528,0.232279,0.530877,0.235061,0.501797,0.363272,0.504822,0.36594,0.497238,0.346865,0.484906,0.341504,0.481889,0.338817,0.484926,0.338688,right
0.556973,0.180528,0.55552,0.172334,0.538638,0.180442,0.523276,0.213229,0.523224,0.254079,0.572327,0.164137,0.593811,0.183131,0.607649,0.213171,0.556965,0.204982,0.54628,0.207681,0.561655,0.237743,0.535522,0.30331,0.56472,0.202268,0.581552,0.229714,0.564714,0.300537,0.552421,0.175059,0.558552,0.172352,0.544794,0.166952,0.566168,0.164095,0.575404,0.322278,0.576903,0.316882,0.558583,0.306019,0.54784,0.327737,0.540177,0.325101,0.529402,0.311338,middle
0.580052,0.199627,0.573887,0.19135,0.558522,0.205047,0.538604,0.24324,0.537086,0.281471,0.589234,0.17235,0.610697,0.169519,0.630634,0.180436,0.576938,0.235064,0.567694,0.240579,0.583146,0.273167,0.589231,0.3359,0.584681,0.22954,0.604558,0.267832,0.615256,0.327751,0.576901,0.191466,0.583031,0.19141,0.567768,0.185943,0.587692,0.177819,0.629053,0.344217,0.630604,0.338666,0.610688,0.333298,0.604588,0.352265,0.598387,0.352412,0.586187,0.34137,middle
0.601521,0.27333,0.596872,0.267786,0.581581,0.286807,0.561663,0.325026,0.560116,0.366037,0.612203,0.251451,0.629122,0.251356,0.647499,0.259663,0.604505,0.31963,0.59387,0.330451,0.613719,0.360457,0.633744,0.398729,0.612179,0.311458,0.633675,0.34688,0.659766,0.384995,0.598378,0.270467,0.604573,0.267817,0.590734,0.262336,0.609158,0.256857,0.67207,0.398764,0.675104,0.39057,0.658244,0.393251,0.645933,0.406877,0.639837,0.412314,0.636765,0.401532,left
0.630639,0.355126,0.629052,0.357763,0.613757,0.365967,0.601456,0.412401,0.606051,0.450524,0.642897,0.344165,0.665894,0.352282,0.681297,0.382359,0.633701,0.398796,0.624527,0.406899,0.641386,0.425979,0.662853,0.453214,0.64289,0.39053,0.661308,0.412342,0.690446,0.436968,0.627536,0.349646,0.632211,0.346961,0.61986,0.344175,0.639799,0.338716,0.696556,0.439655,0.699608,0.436879,0.693539,0.442393,0.675102,0.464194,0.668959,0.469558,0.664385,0.453224,left
0.632185,0.43692,0.635202,0.442278,0.618376,0.447828,0.607564,0.496859,0.619892,0.526977,0.652112,0.434174,0.664379,0.46968,0.669025,0.505023,0.642921,0.483215,0.632178,0.486058,0.636756,0.496899,0.664328,0.532433,0.653612,0.47785,0.670495,0.513242,0.676621,0.578777,0.629075,0.431413,0.635233,0.426087,0.621424,0.426106,0.641412,0.420475,0.668995,0.597828,0.676603,0.595115,0.676654,0.592406,0.673594,0.546003,0.667464,0.548766,0.66745,0.526958,left
0.610741,0.461466,0.615261,0.453261,0.596898,0.45876,0.583073,0.480474,0.5923,0.521518,0.632191,0.447904,0.653607,0.466979,0.650548,0.50784,0.629047,0.499596,0.6183,0.505069,0.618331,0.535186,0.645993,0.586983,0.638322,0.494116,0.650601,0.548657,0.691963,0.581548,0.607628,0.453332,0.615332,0.450647,0.601508,0.445136,0.622935,0.442395,0.693541,0.608696,0.699681,0.600506,0.698092,0.584166,0.650579,0.616925,0.644481,0.616936,0.655125,0.59233,left
0.629104,0.453204,0.633664,0.445074,0.615262,0.44238,0.599989,0.466983,0.607635,0.499668,0.650539,0.447778,0.665883,0.488687,0.649062,0.499721,0.638286,0.491427,0.627604,0.491439,0.626007,0.548661,0.64132,0.603221,0.647503,0.491496,0.645999,0.540599,0.676608,0.603297,0.626002,0.445079,0.632202,0.445133,0.619899,0.434173,0.64137,0.434177,0.665926,0.633315,0.67355,0.630574,0.682793,0.606009,0.63368,0.633258,0.630663,0.627851,0.645972,0.603373,middle
0.655163,0.436946,0.658246,0.434199,0.641358,0.428692,0.635208,0.469661,0.639846,0.488721,0.675114,0.442265,0.670547,0.483232,0.659777,0.505153,0.653647,0.480553,0.644452,0.477812,0.632201,0.532295,0.612269,0.586985,0.661333,0.486003,0.656705,0.537791,0.644421,0.595066,0.653581,0.428693,0.659766,0.431401,0.645991,0.417829,0.668994,0.423341,0.636749,0.60334,0.641348,0.60869,0.641339,0.597899,0.610672,0.597766,0.6061,0.592329,0.613729,0.595081,middle
0.642866,0.417799,0.644419,0.417757,0.630573,0.409629,0.618363,0.434168,0.616805,0.450485,0.658258,0.42326,0.655131,0.455988,0.647493,0.472368,0.629083,0.464218,0.621411,0.456065,0.598454,0.488707,0.563115,0.521488,0.635274,0.472327,0.616823,0.510613,0.592322,0.556987,0.639863,0.406979,0.645985,0.412302,0.635223,0.398748,0.655189,0.404224,0.581587,0.584219,0.589207,0.586937,0.587723,0.556964,0.555461,0.537865,0.552385,0.532265,0.561611,0.521506,right
0.647512,0.420575,0.645942,0.42865,0.630609,0.4314,0.603014,0.469602,0.569293,0.494238,0.661331,0.425971,0.656646,0.458723,0.649052,0.475114,0.63214,0.469704,0.624518,0.469631,0.609151,0.496897,0.560105,0.505154,0.639824,0.472412,0.615266,0.494191,0.601507,0.521504,0.644407,0.412329,0.653579,0.412426,0.638284,0.404146,0.662823,0.40422,0.599936,0.537832,0.59841,0.537846,0.590711,0.570558,0.558507,0.529601,0.553918,0.521454,0.55698,0.50508,right
0.64595,0.455996,0.641393,0.456007,0.622923,0.44784,0.60459,0.480533,0.598394,0.502354,0.658217,0.464193,0.653623,0.499635,0.645939,0.518753,0.622961,0.491407,0.615241,0.483292,0.586167,0.524253,0.535498,0.559584,0.632168,0.499572,0.618391,0.529639,0.5954,0.556925,0.642906,0.447735,0.65208,0.450501,0.63526,0.43687,0.658247,0.445116,0.593759,0.584211,0.598398,0.584202,0.590724,0.554175,0.540094,0.58961,0.532515,0.581458,0.526365,0.556835,right
0.547835,0.488657,0.54475,0.486036,0.529391,0.485918,0.514072,0.521452,0.515598,0.524239,0.561645,0.488703,0.56003,0.532434,0.549331,0.556996,0.535571,0.513368,0.526337,0.510555,0.509484,0.554116,0.466546,0.603253,0.546233,0.521416,0.535537,0.562361,0.515618,0.603303,0.544749,0.477847,0.553915,0.480549,0.537088,0.469561,0.560113,0.472291,0.526339,0.638655,0.529408,0.630546,0.507895,0.603234,0.477218,0.635965,0.469585,0.630622,0.457279,0.603353,right
0.489569,0.447848,0.483445,0.44241,0.460426,0.447716,0.444996,0.502319,0.457356,0.548779,0.507901,0.43956,0.517078,0.491504,0.504874,0.535069,0.481873,0.480514,0.468031,0.480571,0.472598,0.518716,0.460335,0.61692,0.495636,0.480527,0.501762,0.529651,0.494129,0.608725,0.484896,0.439683,0.494157,0.439566,0.474153,0.434184,0.498774,0.426095,0.512507,0.638784,0.514036,0.630577,0.486493,0.616946,0.483365,0.646933,0.474173,0.647015,0.451217,0.625173,middle
0.589225,0.496937,0.592331,0.496972,0.567768,0.494217,0.537077,0.529574,0.515637,0.570512,0.615332,0.502398,0.644389,0.551527,0.65053,0.611483,0.603055,0.562467,0.589187,0.565044,0.569282,0.627853,0.570831,0.736967,0.616857,0.562425,0.599974,0.625187,0.619936,0.734211,0.584603,0.488736,0.595319,0.488755,0.578441,0.477821,0.604557,0.483224,0.596896,0.756135,0.607588,0.758743,0.630576,0.747861,0.555448,0.769745,0.552367,0.761513,0.576979,0.747933,middle
0.595391,0.565124,0.602969,0.573346,0.576916,0.570635,0.544722,0.603227,0.518631,0.641492,0.627546,0.576084,0.655184,0.616908,0.66586,0.679709,0.601453,0.660593,0.587661,0.657853,0.564703,0.723318,0.535576,0.813364,0.613789,0.663301,0.590754,0.72881,0.578513,0.807873,0.59229,0.556863,0.601503,0.556863,0.584639,0.551513,0.61221,0.551522,0.556992,0.835158,0.566201,0.837912,0.581562,0.816022,0.518667,0.837908,0.515615,0.827022,0.538593,0.824264,right
0.558509,0.663266,0.560103,0.67428,0.535521,0.668785,0.507902,0.706944,0.484949,0.747842,0.586172,0.682359,0.606028,0.72878,0.607573,0.7915,0.547783,0.767016,0.535495,0.758833,0.503325,0.827029,0.460389,0.895168,0.56008,0.775128,0.529385,0.854225,0.498773,0.925203,0.555426,0.64976,0.56468,0.652469,0.546294,0.644271,0.573878,0.649642,0.494155,0.938781,0.500309,0.941573,0.494145,0.927861,0.449661,0.916966,0.445056,0.906007,0.458868,0.900587,right
0.472696,0.685121,0.47419,0.698749,0.451141,0.693296,0.429671,0.739617,0.421993,0.786005,0.497164,0.704175,0.504818,0.772484,0.487981,0.821606,0.460406,0.780564,0.44808,0.772465,0.418933,0.837869,0.372921,0.895203,0.474141,0.78877,0.455734,0.843384,0.418956,0.906095,0.469608,0.674179,0.480321,0.674283,0.461871,0.668711,0.489486,0.671491,0.408245,0.919675,0.414402,0.925238,0.411342,0.911502,0.357584,0.925189,0.351492,0.911573,0.371443,0.900667,right
0.489548,0.627937,0.487956,0.638739,0.465023,0.627812,0.454216,0.682341,0.457262,0.728868,0.509469,0.644323,0.506366,0.715117,0.487991,0.758788,0.47569,0.701525,0.461908,0.698718,0.438942,0.753322,0.394392,0.805125,0.488029,0.70695,0.471135,0.775195,0.438909,0.821462,0.484908,0.619649,0.49569,0.619694,0.475743,0.614144,0.504887,0.616874,0.438941,0.824291,0.445061,0.829667,0.429694,0.818767,0.397495,0.824274,0.388295,0.816081,0.386765,0.807845,right
0.670484,0.406833,0.664327,0.420443,0.639803,0.420518,0.609175,0.469545,0.60758,0.513319,0.688935,0.415142,0.718005,0.458786,0.741079,0.52694,0.647549,0.510476,0.633748,0.507885,0.642885,0.589657,0.599944,0.644147,0.661348,0.510492,0.692017,0.546027,0.662862,0.641469,0.66441,0.395983,0.676645,0.396015,0.653642,0.387836,0.682835,0.387854,0.678145,0.657837,0.676643,0.652351,0.653677,0.647,0.595374,0.655196,0.590743,0.649711,0.592291,0.644203,middle
0.718105,0.295054,0.713444,0.314153,0.688888,0.325083,0.661289,0.39594,0.661337,0.450549,0.738022,0.303187,0.771749,0.327757,0.796298,0.374225,0.713443,0.406943,0.699619,0.420511,0.733422,0.461451,0.750248,0.526924,0.727268,0.396011,0.754909,0.445034,0.776325,0.502335,0.711903,0.286891,0.724165,0.281424,0.701154,0.286839,0.731836,0.273289,0.78398,0.505049,0.787088,0.499636,0.774774,0.507862,0.760977,0.548679,0.753343,0.551527,0.75332,0.526919,middle
0.636785,0.19138,0.636724,0.207773,0.612217,0.226813,0.590784,0.300477,0.592269,0.371392,0.661329,0.188766,0.693567,0.221403,0.714997,0.276062,0.647465,0.297796,0.632172,0.314212,0.664347,0.330464,0.707286,0.396045,0.661299,0.281417,0.701168,0.33053,0.764088,0.398738,0.630622,0.183196,0.642861,0.18043,0.62138,0.180472,0.652083,0.169547,0.791677,0.415134,0.791641,0.404209,0.764096,0.406951,0.727263,0.404242,0.721088,0.412409,0.710385,0.40414,left
0.51252,0.188784,0.518672,0.204985,0.492554,0.221455,0.472663,0.303205,0.487971,0.357782,0.544743,0.185959,0.576973,0.235065,0.583126,0.286812,0.532519,0.286869,0.517124,0.297875,0.54781,0.3251,0.59225,0.379639,0.549347,0.273231,0.596897,0.325013,0.658273,0.382331,0.506404,0.180575,0.518658,0.180418,0.49872,0.174966,0.53241,0.166884,0.687387,0.409596,0.688907,0.398692,0.65978,0.390561,0.615304,0.398707,0.607586,0.406899,0.598436,0.382351,left
0.517099,0.27048,0.530878,0.289556,0.504846,0.314152,0.497249,0.3905,0.507939,0.44239,0.555448,0.262369,0.592311,0.294987,0.587661,0.325041,0.564645,0.374091,0.546297,0.385071,0.544699,0.404283,0.607605,0.461501,0.581512,0.360481,0.621476,0.41775,0.685853,0.45599,0.509476,0.259667,0.520253,0.254243,0.503318,0.259561,0.53399,0.245874,0.714988,0.47515,0.716488,0.466843,0.688901,0.464172,0.624479,0.480519,0.610716,0.491464,0.621448,0.461479,left
0.707315,0.355145,0.722643,0.37684,0.698121,0.401509,0.693543,0.475048,0.69357,0.540586,0.745629,0.346924,0.787034,0.376864,0.779409,0.425911,0.768662,0.466938,0.751828,0.477774,0.730338,0.483207,0.796255,0.543236,0.784009,0.456037,0.817793,0.510542,0.879136,0.543316,0.701177,0.34693,0.711925,0.341412,0.69501,0.346969,0.725668,0.327753,0.8975,0.565097,0.900576,0.554127,0.883714,0.546028,0.814691,0.559652,0.805477,0.567858,0.805502,0.543241,left
0.514103,0.409678,0.524767,0.417871,0.503325,0.406911,0.472652,0.4314,0.441965,0.461391,0.544726,0.428688,0.569306,0.485988,0.564636,0.537914,0.530889,0.491516,0.518683,0.480582,0.472644,0.535075,0.422021,0.584244,0.540156,0.505031,0.501781,0.516016,0.472693,0.575942,0.510997,0.401415,0.520234,0.401531,0.506381,0.393188,0.532493,0.398742,0.463429,0.581496,0.468056,0.589718,0.474205,0.584207,0.411273,0.603252,0.40822,0.589707,0.415904,0.589622,right
0.498688,0.354974,0.506358,0.360624,0.483429,0.355064,0.457348,0.379638,0.434252,0.409566,0.524819,0.374085,0.544767,0.428765,0.534004,0.475062,0.494114,0.439679,0.483416,0.428757,0.44506,0.472422,0.399061,0.515987,0.503296,0.450465,0.468074,0.488773,0.437381,0.526989,0.495663,0.344116,0.504838,0.344159,0.491061,0.338658,0.515609,0.341422,0.431229,0.532405,0.435848,0.537868,0.431227,0.532318,0.386744,0.535011,0.382173,0.521466,0.399025,0.524199,right
0.504889,0.333256,0.50797,0.338776,0.48955,0.330526,0.471092,0.360457,0.460404,0.39328,0.526292,0.349599,0.537036,0.4042,0.523303,0.445061,0.503302,0.398743,0.492545,0.390555,0.46038,0.42596,0.415876,0.46956,0.512553,0.404229,0.49262,0.423336,0.461952,0.472361,0.501783,0.322423,0.509503,0.325079,0.495687,0.316909,0.520203,0.319669,0.454238,0.472353,0.458812,0.483225,0.460369,0.477766,0.39596,0.485916,0.394464,0.472367,0.41587,0.475135,right
0.507972,0.254073,0.503365,0.259625,0.484874,0.251513,0.464966,0.281446,0.458882,0.314103,0.523271,0.264999,0.540162,0.295013,0.556952,0.327775,0.483386,0.31141,0.472627,0.305935,0.469557,0.355045,0.425104,0.382435,0.495637,0.316809,0.518678,0.338694,0.475718,0.385128,0.504864,0.245911,0.512553,0.246024,0.497178,0.23771,0.520246,0.240543,0.495664,0.409684,0.494093,0.404234,0.463478,0.393241,0.422007,0.401532,0.414379,0.393245,0.420485,0.385083,right
0.488005,0.270416,0.481834,0.270539,0.464954,0.267762,0.44505,0.270416,0.435815,0.275975,0.49877,0.273319,0.523232,0.286826,0.546228,0.297801,0.457348,0.34697,0.448069,0.341397,0.441966,0.398677,0.400562,0.431492,0.468024,0.355081,0.494122,0.37691,0.454211,0.428813,0.484898,0.259594,0.494091,0.259643,0.475769,0.251416,0.498762,0.256893,0.455808,0.450636,0.458863,0.450628,0.443484,0.434215,0.400548,0.458685,0.394427,0.450507,0.395934,0.431427,right
0.487993,0.289678,0.483324,0.286807,0.463462,0.289679,0.440464,0.308767,0.432813,0.330471,0.500267,0.278763,0.523319,0.294961,0.53706,0.327858,0.477252,0.349651,0.466547,0.352286,0.475728,0.40964,0.44659,0.486024,0.487973,0.349569,0.512575,0.385125,0.498777,0.48601,0.483404,0.284101,0.492585,0.278729,0.474155,0.275924,0.497136,0.270577,0.520234,0.507774,0.520179,0.499665,0.491073,0.494152,0.46345,0.507717,0.455759,0.507859,0.437401,0.491467,middle
0.518629,0.354996,0.512538,0.355061,0.495617,0.363299,0.472637,0.401458,0.46963,0.445109,0.532472,0.344135,0.555484,0.355055,0.575381,0.382345,0.518674,0.423276,0.507889,0.428801,0.524821,0.475104,0.541686,0.546079,0.529396,0.417734,0.553926,0.466952,0.57696,0.532369,0.512545,0.34685,0.520247,0.341512,0.504884,0.341461,0.52637,0.33333,0.59078,0.546047,0.595311,0.537901,0.57392,0.540641,0.561593,0.554188,0.553933,0.559739,0.540155,0.554219,middle
0.547777,0.442322,0.546272,0.44235,0.527856,0.453325,0.511008,0.50502,0.511048,0.548749,0.563171,0.428673,0.586161,0.445154,0.599923,0.477822,0.553903,0.488814,0.543161,0.496952,0.561622,0.524164,0.590719,0.573296,0.563151,0.483248,0.587674,0.515945,0.599916,0.562326,0.543227,0.436849,0.549374,0.431446,0.535493,0.431506,0.556933,0.423167,0.604558,0.573355,0.60912,0.567813,0.598445,0.567798,0.603021,0.57881,0.596862,0.584244,0.590761,0.576043,middle
0.541637,0.464112,0.546325,0.46151,0.530941,0.475113,0.520178,0.507882,0.518699,0.535178,0.56311,0.447874,0.584656,0.461502,0.587721,0.488807,0.572338,0.513199,0.564648,0.521462,0.587677,0.554108,0.615258,0.595032,0.581501,0.502434,0.610719,0.532408,0.649072,0.559636,0.535565,0.458724,0.544677,0.453204,0.530948,0.453291,0.549366,0.442337,0.665871,0.573241,0.665897,0.56232,0.652108,0.567787,0.627587,0.606018,0.621425,0.611478,0.616838,0.595088,left
0.509441,0.466973,0.515592,0.466942,0.498682,0.477792,0.483363,0.51058,0.483368,0.548681,0.532436,0.455947,0.555452,0.472314,0.557001,0.510523,0.537091,0.502377,0.527895,0.510472,0.543212,0.540596,0.57079,0.567842,0.546288,0.494205,0.581567,0.543279,0.62906,0.562447,0.504899,0.464181,0.511005,0.458731,0.498704,0.45865,0.518703,0.44781,0.635269,0.603238,0.641351,0.592352,0.633696,0.556944,0.563187,0.597876,0.561648,0.59242,0.576956,0.567861,left
0.495605,0.480488,0.50176,0.469638,0.484964,0.475174,0.475687,0.496893,0.48342,0.543269,0.517095,0.464248,0.535553,0.48062,0.535559,0.513367,0.520215,0.516087,0.509484,0.52412,0.488025,0.513233,0.492589,0.548758,0.530911,0.513208,0.52637,0.535096,0.546256,0.573277,0.491031,0.472428,0.497181,0.469656,0.484879,0.466879,0.504829,0.456041,0.537092,0.589621,0.543198,0.58691,0.549354,0.573255,0.491071,0.556862,0.486465,0.554225,0.518629,0.551432,left
0.521766,0.46146,0.527882,0.450615,0.512496,0.458743,0.507924,0.488768,0.507885,0.524196,0.543184,0.447789,0.555427,0.483345,0.552424,0.518726,0.546292,0.488712,0.535569,0.488814,0.532459,0.524214,0.558592,0.567909,0.5555,0.485946,0.569225,0.532472,0.606098,0.5787,0.518697,0.456012,0.524775,0.453293,0.512518,0.445131,0.532405,0.442408,0.598451,0.595107,0.606059,0.592386,0.615299,0.578847,0.553956,0.592372,0.55091,0.586949,0.566243,0.573268,left
